EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
878,36,0,Travel_Rarely,Human Resources,8,3,Life Sciences,1,Male,2,1,Human Resources,1,Married,2342,8635,0,No,21,4,3,80,0,6,3,3,5,4,0,3
879,25,0,Travel_Rarely,Sales,3,1,Other,3,Male,3,2,Sales Executive,1,Married,4194,14363,1,Yes,18,3,4,80,0,5,3,3,5,3,0,3
880,35,0,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Female,2,3,Manufacturing Director,3,Married,10685,23457,1,Yes,20,4,2,80,1,17,2,3,17,14,5,15
881,35,1,Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,19,3,1,80,1,10,3,2,10,2,7,8
882,32,0,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Divorced,2314,9148,0,No,12,3,2,80,1,4,2,3,3,0,0,2
885,25,0,Travel_Rarely,Sales,4,1,Marketing,3,Male,2,2,Sales Executive,1,Married,4256,18154,1,No,12,3,1,80,0,5,1,4,5,2,0,3
887,49,0,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,1,Research Scientist,1,Married,3580,10554,2,No,16,3,2,80,1,7,2,3,4,2,0,2
888,24,0,Non-Travel,Research & Development,4,1,Life Sciences,1,Male,2,1,Laboratory Technician,4,Married,3162,10778,0,No,17,3,4,80,0,6,2,2,5,2,3,4
889,32,0,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,3,2,Sales Executive,2,Married,6524,8891,1,No,14,3,4,80,1,10,3,3,10,8,5,3
893,38,0,Travel_Rarely,Sales,9,3,Marketing,2,Male,2,1,Sales Representative,2,Married,2899,12102,0,No,19,3,4,80,1,3,3,3,2,2,1,2
894,42,0,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,4,2,Laboratory Technician,4,Married,5231,23726,2,Yes,13,3,2,80,1,17,1,2,5,3,1,3
895,31,0,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2356,14871,3,Yes,19,3,2,80,1,8,2,3,6,4,0,2
896,29,1,Travel_Rarely,Sales,1,3,Medical,2,Female,2,1,Sales Representative,3,Divorced,2800,23522,6,Yes,19,3,3,80,3,5,3,3,3,2,0,2
897,53,0,Travel_Rarely,Sales,8,3,Marketing,1,Male,3,4,Sales Executive,4,Married,11836,22789,5,No,14,3,3,80,1,28,3,3,2,0,2,2
899,35,0,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,2,3,Manufacturing Director,2,Married,10903,9129,3,No,16,3,1,80,0,16,2,3,13,10,4,8
900,37,0,Travel_Frequently,Sales,21,2,Medical,3,Female,3,1,Sales Representative,4,Married,2973,21222,5,No,15,3,2,80,1,10,3,3,5,4,0,0
901,53,0,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,3,4,Research Director,4,Single,14275,20206,6,No,18,3,3,80,0,33,0,3,12,9,3,8
902,43,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,5562,21782,4,No,13,3,2,80,1,12,2,2,5,2,2,2
903,47,0,Travel_Rarely,Sales,2,2,Marketing,3,Female,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,80,1,8,2,3,7,6,7,7
904,37,0,Non-Travel,Sales,19,2,Medical,1,Male,3,3,Sales Executive,2,Single,7642,4814,1,Yes,13,3,4,80,0,10,2,3,10,0,0,9
905,50,0,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,17924,4544,1,No,11,3,4,80,1,31,3,3,31,6,14,7
909,39,0,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,2,2,Human Resources,4,Married,5204,7790,8,No,11,3,3,80,2,13,2,3,5,4,0,4
910,33,0,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,3,1,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,3,80,1,7,4,4,4,3,0,3
911,32,1,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,2795,18016,1,Yes,24,4,3,80,0,1,2,1,1,0,0,1
912,29,0,Travel_Rarely,Research & Development,7,1,Medical,1,Female,2,1,Laboratory Technician,4,Divorced,2532,6054,6,No,14,3,3,80,3,8,5,3,4,3,0,3
913,44,0,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,1,Married,2559,7508,1,Yes,13,3,4,80,0,8,0,3,8,7,7,1
916,28,0,Travel_Rarely,Sales,5,4,Medical,1,Male,3,2,Sales Executive,4,Single,4908,24252,1,No,14,3,2,80,0,4,3,3,4,2,0,2
918,58,1,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,1,Laboratory Technician,4,Divorced,2380,13384,9,Yes,14,3,4,80,1,3,3,2,1,0,0,0
920,43,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,Divorced,4765,23814,4,No,21,4,3,80,1,4,2,4,1,0,0,0
922,20,1,Travel_Rarely,Sales,2,3,Medical,3,Female,2,1,Sales Representative,3,Single,2044,22052,1,No,13,3,4,80,0,2,3,2,2,2,0,2
923,21,1,Travel_Rarely,Research & Development,18,1,Other,4,Female,3,1,Research Scientist,4,Single,2693,8870,1,No,19,3,1,80,0,1,3,2,1,0,0,0
924,36,0,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,3,2,Healthcare Representative,4,Married,6586,4821,0,Yes,17,3,1,80,1,17,2,2,16,8,4,11
925,47,0,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,2,1,Sales Representative,4,Single,3294,13137,1,Yes,18,3,1,80,0,3,3,2,3,2,1,2
926,22,1,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,3,2,Manufacturing Director,3,Married,4171,10022,0,Yes,19,3,1,80,1,4,3,4,3,2,0,2
927,41,1,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Female,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Yes,13,3,3,80,1,10,1,2,7,7,1,0
930,28,0,Travel_Rarely,Research & Development,9,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2377,9834,5,No,18,3,2,80,1,6,2,3,2,2,2,2
932,39,1,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,Married,2404,4303,7,Yes,21,4,4,80,0,8,2,1,2,2,2,2
933,27,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,3,1,Research Scientist,3,Single,2318,17808,1,No,19,3,3,80,0,1,2,3,1,1,0,0
934,34,0,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,3,1,Laboratory Technician,2,Divorced,2008,6896,1,No,14,3,2,80,2,1,3,3,1,0,1,0
936,42,0,Travel_Rarely,Sales,14,2,Medical,3,Female,2,2,Sales Executive,3,Single,6244,7824,7,No,17,3,1,80,0,10,6,3,5,4,0,3
939,33,0,Travel_Rarely,Research & Development,1,4,Other,3,Male,2,1,Research Scientist,1,Single,2799,3339,3,Yes,11,3,2,80,0,6,1,3,3,2,0,2
940,58,0,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,2,3,Healthcare Representative,2,Divorced,10552,9255,2,Yes,13,3,4,80,1,24,3,3,6,0,0,4
941,31,0,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,2,1,Sales Representative,3,Married,2329,11737,3,No,15,3,2,80,0,13,2,4,7,7,5,2
942,35,0,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,4014,19170,1,Yes,25,4,4,80,1,10,2,1,10,6,0,7
944,49,0,Travel_Rarely,Research & Development,8,2,Other,1,Female,3,3,Laboratory Technician,2,Married,7403,22477,4,No,11,3,3,80,1,29,3,2,26,9,1,7
945,48,0,Travel_Rarely,Research & Development,20,4,Medical,4,Male,3,1,Research Scientist,3,Married,2259,5543,4,No,17,3,1,80,2,13,2,2,0,0,0,0
947,31,0,Non-Travel,Sales,20,2,Marketing,4,Female,3,2,Sales Executive,3,Married,6932,24406,1,No,13,3,4,80,1,9,2,2,9,8,0,0
949,36,0,Travel_Rarely,Research & Development,7,4,Other,2,Male,3,1,Research Scientist,4,Single,4678,23293,2,No,18,3,3,80,0,8,6,3,6,2,0,1
950,38,0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,3,3,Research Director,1,Married,13582,16292,1,No,13,3,2,80,1,15,3,3,15,12,5,11
951,32,0,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,2,1,Laboratory Technician,2,Married,2332,3974,6,No,20,4,3,80,0,5,3,3,3,0,0,2
952,25,1,Travel_Rarely,Sales,19,2,Marketing,3,Male,2,1,Sales Representative,2,Married,2413,18798,1,Yes,18,3,3,80,3,1,2,3,1,0,0,0
954,40,0,Travel_Rarely,Sales,10,4,Marketing,1,Male,2,3,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,80,1,11,2,2,1,0,0,0
956,26,0,Travel_Frequently,Sales,1,3,Medical,3,Male,2,2,Sales Executive,1,Single,4294,11148,1,No,12,3,2,80,0,7,2,3,7,7,0,7
957,41,0,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,Single,4721,3119,2,Yes,13,3,3,80,0,20,3,3,18,13,2,17
958,36,0,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Laboratory Technician,3,Single,2519,12287,4,No,21,4,3,80,0,16,6,3,11,8,3,9
959,19,1,Travel_Rarely,Sales,21,3,Other,4,Male,2,1,Sales Representative,2,Single,2121,9947,1,Yes,13,3,2,80,0,1,3,4,1,0,0,0
960,20,1,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,3,1,Laboratory Technician,1,Single,2973,13008,1,No,19,3,2,80,0,1,2,3,1,0,0,0
961,31,0,Travel_Rarely,Research & Development,12,3,Medical,4,Female,3,2,Healthcare Representative,4,Married,5855,17369,0,Yes,11,3,3,80,2,10,2,1,9,7,8,5
964,40,0,Travel_Frequently,Research & Development,9,4,Medical,4,Male,3,1,Research Scientist,2,Divorced,3617,25063,8,Yes,14,3,4,80,1,3,2,3,1,1,0,0
966,32,0,Travel_Rarely,Research & Development,3,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,6725,13554,1,No,12,3,3,80,1,8,2,4,8,7,6,3
967,36,1,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,2,3,Sales Executive,4,Married,10325,5518,1,Yes,11,3,1,80,1,16,6,3,16,7,3,7
969,33,0,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,2,2,Healthcare Representative,4,Single,6949,12291,0,No,14,3,1,80,0,6,3,3,5,0,1,4
970,37,1,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,2,3,Sales Executive,3,Married,10609,14922,5,No,11,3,3,80,0,17,2,1,14,1,11,7
972,45,0,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,3,2,Laboratory Technician,2,Married,4447,23163,1,No,12,3,2,80,0,9,5,2,9,7,0,8
974,29,0,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,3,1,Sales Representative,4,Married,2157,18203,1,No,15,3,2,80,1,3,5,3,3,1,0,2
975,35,0,Travel_Rarely,Sales,18,3,Medical,3,Female,3,2,Sales Executive,3,Married,4601,6179,1,No,16,3,2,80,0,5,3,3,5,2,1,0
976,52,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,4,Manager,4,Married,17099,13829,2,No,15,3,2,80,1,26,2,2,9,8,7,8
977,58,1,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,3,1,Research Scientist,3,Single,2479,26227,4,No,24,4,1,80,0,7,4,3,1,0,0,0
981,53,0,Travel_Rarely,Sales,2,2,Medical,3,Male,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,80,1,22,3,4,17,13,15,2
982,30,0,Travel_Rarely,Sales,8,2,Other,3,Male,3,3,Sales Executive,3,Divorced,7264,9977,5,No,11,3,1,80,1,10,2,4,8,4,7,7
983,38,0,Non-Travel,Sales,10,3,Technical Degree,3,Female,3,2,Sales Executive,4,Single,5666,19899,1,Yes,13,3,2,80,0,6,1,3,5,3,1,3
984,35,0,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,3,3,Sales Executive,4,Divorced,7823,6812,6,No,13,3,2,80,1,12,2,3,10,9,0,8
985,39,0,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,3,Sales Executive,3,Single,7880,2560,0,No,18,3,4,80,0,9,3,3,8,7,0,7
986,40,1,Non-Travel,Sales,24,3,Life Sciences,2,Female,4,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,80,0,22,2,2,1,0,0,0
987,47,0,Travel_Frequently,Research & Development,16,4,Medical,3,Male,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Yes,19,3,3,80,0,20,3,4,19,10,2,7
990,36,0,Non-Travel,Sales,8,4,Technical Degree,1,Male,3,2,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,80,2,12,3,3,7,7,0,7
991,31,1,Non-Travel,Research & Development,9,2,Medical,3,Male,2,1,Research Scientist,1,Single,2321,10322,0,Yes,22,4,1,80,0,4,0,3,3,2,1,2
992,33,0,Non-Travel,Sales,17,3,Life Sciences,4,Male,3,4,Manager,3,Single,17444,20489,1,No,11,3,4,80,0,10,2,3,10,8,6,0
994,29,1,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Female,2,1,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,80,0,3,5,3,0,0,0,0
995,33,0,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,3,1,Research Scientist,4,Single,3452,17241,3,No,18,3,1,80,0,5,4,3,3,2,0,2
996,45,0,Travel_Rarely,Research & Development,1,4,Medical,4,Female,3,1,Laboratory Technician,4,Divorced,2270,11005,3,No,14,3,4,80,2,8,2,3,5,3,0,2
997,50,0,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,4,Research Director,4,Divorced,17399,6615,9,No,22,4,3,80,1,32,1,2,5,4,1,3
998,33,0,Travel_Frequently,Research & Development,1,4,Other,3,Female,4,2,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,80,1,6,2,3,6,5,1,2
999,41,0,Travel_Frequently,Research & Development,9,3,Medical,1,Male,3,5,Research Director,3,Divorced,19419,3735,2,No,17,3,2,80,1,21,2,4,18,16,0,11
1001,27,0,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Female,3,1,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,80,1,4,2,3,2,2,2,2
1002,45,0,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,80,1,9,2,3,9,8,0,8
1003,47,0,Travel_Rarely,Sales,4,2,Life Sciences,4,Female,3,2,Sales Executive,4,Single,4163,8571,1,Yes,17,3,3,80,0,9,0,3,9,0,0,7
1004,30,1,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,3,1,Research Scientist,3,Married,2132,11539,4,Yes,11,3,2,80,0,7,2,3,5,2,0,1
1005,50,0,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Male,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,80,1,22,2,3,12,11,1,5
1006,38,0,Travel_Frequently,Research & Development,10,1,Medical,3,Male,3,1,Research Scientist,3,Married,2684,12127,0,No,17,3,2,80,1,3,0,2,2,1,0,2
1007,46,0,Travel_Rarely,Research & Development,7,2,Medical,4,Male,3,3,Manufacturing Director,3,Divorced,10845,24208,6,No,13,3,2,80,1,13,3,3,8,7,0,7
1009,24,0,Travel_Rarely,Research & Development,17,1,Medical,4,Female,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,80,2,5,6,3,4,2,3,2
1010,35,1,Travel_Rarely,Research & Development,14,4,Other,3,Male,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Yes,24,4,4,80,1,5,2,1,4,2,0,2
1011,31,0,Travel_Frequently,Research & Development,1,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,80,1,4,1,3,4,3,0,3
1012,18,0,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,3,1,Research Scientist,4,Single,1051,13493,1,No,15,3,4,80,0,0,2,3,0,0,0,0
1013,54,0,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Female,3,3,Manufacturing Director,3,Married,10739,13943,8,No,11,3,3,80,1,22,2,3,10,7,0,8
1014,35,0,Travel_Rarely,Research & Development,25,4,Medical,3,Female,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,80,1,16,3,2,16,10,10,1
1015,30,0,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,4,3,Research Director,1,Married,11416,17802,0,Yes,12,3,3,80,3,9,4,2,8,7,1,7
1016,20,1,Travel_Rarely,Research & Development,11,3,Medical,4,Female,2,1,Research Scientist,1,Single,2600,18275,1,Yes,15,3,1,80,0,1,2,3,1,0,0,0
1017,30,1,Travel_Frequently,Research & Development,5,3,Medical,2,Female,3,1,Laboratory Technician,2,Single,2422,25725,0,No,17,3,1,80,0,4,3,3,3,2,1,2
1018,26,0,Travel_Rarely,Research & Development,2,2,Medical,4,Male,4,2,Manufacturing Director,4,Married,5472,3334,1,No,12,3,2,80,0,8,2,3,8,7,1,3
1019,22,0,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,1,1,Laboratory Technician,1,Married,2451,6881,1,No,15,3,1,80,1,4,3,2,4,3,1,1
1022,48,0,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,2,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,80,0,19,0,3,2,2,2,2
1024,48,0,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,80,0,27,3,3,15,11,4,8
1025,41,0,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,80,0,8,6,3,2,2,2,1
1026,39,0,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,80,1,21,3,3,21,6,11,8
1027,27,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,80,1,4,2,3,3,2,2,2
1028,35,0,Travel_Rarely,Research & Development,10,3,Other,2,Male,3,1,Laboratory Technician,4,Divorced,3917,9541,1,No,20,4,1,80,1,3,4,2,3,2,1,2
1029,42,0,Travel_Rarely,Sales,5,2,Marketing,4,Male,3,5,Manager,3,Married,18303,7770,6,No,13,3,2,80,0,21,3,4,1,0,0,0
1030,50,0,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,80,0,8,5,3,1,0,0,0
1032,59,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,80,0,30,4,3,5,3,4,3
1033,37,1,Travel_Rarely,Research & Development,11,2,Medical,1,Female,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,80,0,15,2,1,1,0,0,0
1034,55,0,Travel_Frequently,Research & Development,18,4,Medical,3,Male,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,80,2,17,3,3,8,7,6,7
1035,41,0,Non-Travel,Research & Development,7,1,Life Sciences,2,Female,1,5,Research Director,3,Divorced,19973,20284,1,No,22,4,2,80,2,21,3,3,21,16,5,10
1036,38,0,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,80,0,19,1,3,1,0,0,0
1037,26,1,Non-Travel,Sales,29,2,Medical,2,Male,1,2,Sales Executive,1,Single,4969,21813,8,No,18,3,4,80,0,7,6,3,2,2,2,2
1038,52,1,Travel_Rarely,Sales,2,1,Marketing,1,Female,1,5,Manager,4,Married,19845,25846,1,No,15,3,4,80,1,33,3,3,32,14,6,9
1039,44,0,Travel_Rarely,Sales,28,3,Medical,4,Female,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,80,1,23,2,3,12,11,11,11
1040,50,0,Non-Travel,Sales,1,3,Life Sciences,4,Female,3,2,Sales Executive,3,Married,6347,24920,0,No,12,3,1,80,1,19,3,3,18,7,0,13
1042,36,1,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Female,4,1,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,80,0,18,1,3,17,13,15,14
1043,39,0,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,80,0,21,2,3,21,6,2,8
1044,33,0,Non-Travel,Sales,8,1,Life Sciences,2,Female,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,80,0,3,2,2,2,2,2,2
1045,45,0,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,80,1,26,4,4,9,3,1,1
1046,32,0,Non-Travel,Research & Development,29,4,Medical,4,Female,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,80,0,10,2,3,8,7,7,7
1047,34,0,Travel_Rarely,Sales,1,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,80,1,16,2,2,15,1,0,9
1048,59,0,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,80,1,14,1,1,6,4,0,4
1049,45,0,Travel_Rarely,Human Resources,24,4,Medical,2,Male,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,80,0,6,3,3,6,3,0,4
1050,53,0,Travel_Frequently,Sales,2,3,Marketing,3,Female,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,80,1,30,2,3,15,7,6,12
1052,36,1,Travel_Rarely,Research & Development,15,3,Other,1,Male,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,80,1,9,3,2,1,0,0,0
1053,26,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,80,1,6,2,3,3,2,1,2
1055,34,0,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,80,1,1,2,3,1,1,0,0
1056,28,0,Travel_Rarely,Sales,10,1,Medical,4,Male,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,80,0,1,5,3,1,0,0,0
1060,38,0,Travel_Frequently,Research & Development,3,4,Other,3,Male,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,80,1,8,2,3,2,2,2,2
1061,50,0,Travel_Rarely,Research & Development,2,4,Medical,2,Male,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,80,1,29,2,2,8,1,7,7
1062,37,0,Travel_Rarely,Research & Development,3,3,Other,4,Female,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,80,0,8,3,2,4,3,0,1
1066,40,0,Travel_Rarely,Sales,26,3,Marketing,3,Male,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,80,1,8,3,2,7,7,7,5
1068,26,0,Travel_Frequently,Research & Development,1,1,Medical,1,Female,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,80,2,5,5,3,5,3,1,3
1069,46,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,80,2,23,0,3,2,2,2,2
1070,54,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,80,1,13,4,3,9,4,7,0
1071,56,0,Travel_Frequently,Research & Development,9,3,Medical,1,Female,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,80,1,18,4,3,5,4,0,3
1073,36,0,Travel_Rarely,Research & Development,12,5,Medical,4,Female,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,80,0,15,2,2,14,8,7,8
1074,55,0,Non-Travel,Research & Development,2,1,Medical,3,Male,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,80,0,31,3,4,9,7,6,2
1076,43,0,Travel_Rarely,Sales,25,3,Medical,3,Male,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,80,1,18,5,3,1,0,0,0
1077,20,1,Travel_Frequently,Sales,9,3,Marketing,4,Female,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,80,0,2,3,3,2,2,0,2
1079,21,1,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,80,0,1,6,2,1,0,1,0
1080,46,0,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,80,3,19,2,3,16,13,1,7
1081,51,1,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,80,3,18,2,4,10,0,2,7
1082,28,1,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,80,0,10,2,2,10,7,1,9
1083,26,0,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,80,2,6,2,3,5,3,1,3
1084,30,0,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,80,1,7,1,2,6,2,0,2
1085,41,0,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,80,0,10,3,3,10,6,0,8
1088,38,0,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,80,1,20,4,2,19,9,1,9
1092,40,0,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,80,1,14,6,3,11,10,11,1
1094,27,0,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,80,3,3,4,3,3,2,1,2
1096,55,0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,80,1,23,4,3,3,2,1,2
1097,28,0,Travel_Rarely,Research & Development,10,3,Other,3,Female,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,80,0,10,4,4,8,7,1,7
1098,44,1,Travel_Rarely,Human Resources,1,2,Medical,2,Male,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,80,1,24,1,3,20,6,3,6
1099,33,0,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,80,1,9,2,3,3,2,1,2
